id,name,desc,str1,str2,str3,str4,str5,str6,str7,str8,str9,str10,str11,str12,str13,str14,str15,str16
34884015,魂之灵摆,"这个卡名的①的效果1回合只能使用1次。
①：以自己的灵摆区域2张卡为对象才能发动。作为对象的卡的灵摆刻度各自上升或下降1（最少到1）。
②：每次自己的灵摆怪兽灵摆召唤给这张卡放置1个指示物。
③：场上的灵摆怪兽的攻击力上升这张卡的指示物数量×300。
④：把这张卡3个指示物取除才能发动。这个回合，自己在通常的灵摆召唤外加上只有1次，自己主要阶段可以把怪兽灵摆召唤。",改变刻度,刻度上升,刻度下降,额外灵摆召唤,使用「魂之灵摆」的效果灵摆召唤,,,,,,,,,,,
34898052,牙龙咆哮,①：把自己墓地的地·水·炎·风属性怪兽各1只除外才能发动。选场上1张卡回到持有者卡组。,,,,,,,,,,,,,,,,
34906152,质量加速器,每祭掉自己场上1只怪兽，给与对方基本分400分的伤害。,给予对方400分伤害,,,,,,,,,,,,,,,
34923554,无限起动 龙铲式挖掘机,"这个卡名的①②的效果1回合各能使用1次。
①：把自己场上1只机械族·地属性怪兽解放才能发动。这张卡从手卡守备表示特殊召唤。
②：从自己墓地把1只机械族怪兽除外才能发动。从卡组把1张「超信地旋回」加入手卡。",,,,,,,,,,,,,,,,
34933456,神圣法典,"这个卡名的卡在1回合只能发动1张。
①：从自己的手卡·场上把融合怪兽卡决定的包含魔法师族怪兽的融合素材怪兽送去墓地，把那1只融合怪兽从额外卡组融合召唤。「大贤者」融合怪兽融合召唤的场合，给「大贤者」怪兽装备的自己的魔法与陷阱区域的当作装备卡使用的融合素材怪兽也能作为融合素材使用。",,,,,,,,,,,,,,,,
34945480,外神 阿撒托斯,"5星怪兽×3
这张卡也能在自己场上的「外神」超量怪兽上面把这张卡重叠来超量召唤。这张卡不能作为超量召唤的素材。
①：这张卡超量召唤成功的回合，对方不能把怪兽的效果发动。
②：这张卡有融合·同调·超量怪兽全部在作为超量素材的场合，把这张卡1个超量素材取除才能发动。对方场上的卡全部破坏。",对方场上的卡全部破坏,是否在自己场上的「外神」超量怪兽上面重叠来超量召唤？,,,,,,,,,,,,,,
34959756,活化石,"这个卡名的卡在1回合只能发动1张。
①：以自己墓地1只4星以下的怪兽为对象才能把这张卡发动。那只怪兽特殊召唤，把这张卡装备。这个效果特殊召唤的怪兽从场上离开的场合除外。这张卡从场上离开时那只怪兽除外。
②：装备怪兽的攻击力·守备力下降1000，效果无效化。",,,,,,,,,,,,,,,,
34961968,幻兽 雷霆飞马,对方怪兽的攻击宣言时，把墓地的这张卡从游戏中除外，选择自己场上1只名字带有「幻兽」的怪兽才能发动。这个回合，选择的自己怪兽不会被战斗破坏。,不被战斗破坏,请选择一只名字带有「幻兽」的怪兽,,,,,,,,,,,,,,
34966096,混沌叛徒,"这个卡名的①②的效果1回合各能使用1次。
①：这张卡在墓地存在的场合，从自己墓地把「混沌叛徒」以外的光属性和暗属性的怪兽各1只除外才能发动。这张卡守备表示特殊召唤。这个效果特殊召唤的这张卡从场上离开的场合除外。
②：这张卡特殊召唤成功的场合，以对方墓地1张卡为对象才能发动。那张卡除外。",,,,,,,,,,,,,,,,
34968834,暗黑界的鬼神 凯勒特,这张卡被卡的效果从手卡丢弃去墓地的场合，这张卡从墓地特殊召唤。被对方的卡的效果丢弃的场合，可以再从自己卡组把1只恶魔族怪兽在自己或者对方场上特殊召唤。,特殊召唤,是否要从自己卡组特殊召唤？,在自己场上特殊召唤,在对方场上特殊召唤,,,,,,,,,,,,
34974462,幻奏的华乐圣 花之哈摩妮丝特,"天使族怪兽2只
这个卡名的①的效果1回合只能使用1次。
①：这张卡连接召唤成功的场合，丢弃1张手卡才能发动。从卡组把2只等级不同的「幻奏」怪兽在作为这张卡所连接区的自己场上守备表示特殊召唤。这个效果发动的回合，自己不是「幻奏」怪兽不能特殊召唤。
②：这张卡所连接区的「幻奏」怪兽攻击的场合，对方直到伤害步骤结束时魔法·陷阱·怪兽的效果不能发动。",,,,,,,,,,,,,,,,
34989413,复制梁龙,"怪兽2只
这个卡名的效果1回合只能使用1次。
①：可以从以下效果选择1个发动。
●宣言1个种族才能发动。这张卡所连接区的全部表侧表示怪兽的种族直到回合结束时变成宣言的种族。
●宣言1个属性才能发动。这张卡所连接区的全部表侧表示怪兽的属性直到回合结束时变成宣言的属性。",改变种族,改变属性,,,,,,,,,,,,,,
34995106,白之烙印,"这个卡名的①②的效果1回合各能使用1次。
①：从自己的手卡·场上把融合怪兽卡决定的包含龙族怪兽的融合素材怪兽送去墓地，把那1只融合怪兽从额外卡组融合召唤。把自己的「阿不思的落胤」作为融合素材的场合，也能把自己墓地的怪兽除外作为融合素材。
②：这张卡为让「阿不思的落胤」的效果发动而被送去墓地的回合的结束阶段才能发动。这张卡在自己场上盖放。",,,,,,,,,,,,,,,,
35011819,帝之敕命,①：需怪兽召唤成功时发动的怪兽的效果发动时才能把这个效果发动。那个发动无效。那之后，发动无效的玩家从卡组抽1张。,无效并抽卡,是否要把怪兽的效果的发动无效？,发动同时使用效果,,,,,,,,,,,,,
35014241,破限疾驰,"「破限疾驰」在1回合只能发动1张。
①：让自己场上1只同调怪兽调整和1只调整以外的同调怪兽回到额外卡组才能发动。和那2只怪兽的等级合计相同等级的1只同调怪兽无视召唤条件从额外卡组特殊召唤。",,,,,,,,,,,,,,,,
35027493,魔之卡组破坏病毒,①：把自己场上1只攻击力2000以上的暗属性怪兽解放才能发动。对方场上的怪兽，对方手卡，用对方回合计算的3回合内对方抽到的卡全部确认，那之内的攻击力1500以下的怪兽全部破坏。,,,,,,,,,,,,,,,,
35035481,伯吉斯异兽·拟油栉虫,"①：以场上1张魔法·陷阱卡为对象才能发动。那张卡破坏。
②：陷阱卡发动时，连锁那个发动才能把这个效果在墓地发动。这张卡变成通常怪兽（水族·水·2星·攻1200/守0）在怪兽区域特殊召唤（不当作陷阱卡使用）。这个效果特殊召唤的这张卡不受怪兽的效果影响，从场上离开的场合除外。",,,,,,,,,,,,,,,,
35037880,剑之反射,"「剑之反射」在1回合只能发动1张。
①：自己场上有「X-剑士」怪兽存在，自己因战斗·效果受到伤害时才能发动。自己基本分回复受到的伤害的数值，给与对方那个数值的伤害。那之后，可以从卡组把1张「剑士」魔法·陷阱卡或者1张「加特姆士」卡加入手卡。",卡组检索,,,,,,,,,,,,,,,
35050257,电子幼体,"①：这张卡被选择作为攻击对象的场合发动。这个回合，自己受到的全部战斗伤害变成0。
②：这张卡被战斗破坏送去墓地时才能发动。从卡组把1只「电子幼体」特殊召唤。",战斗伤害变成0,特殊召唤,,,,,,,,,,,,,,
35052053,甲虫装甲骑士,在昆虫战士之中，属于精英中的精英的「无死虫团」的精锐骑士。不能无视它们强大的战斗能力。,,,,,,,,,,,,,,,,
35058588,方界波动,"①：以自己场上1只「方界」怪兽和对方场上1只表侧表示怪兽为对象才能发动。那只自己怪兽的攻击力变成2倍，那只对方怪兽的攻击力变成一半。
②：从自己墓地把这张卡和「方界」怪兽任意数量除外，以除外的「方界」怪兽数量的对方场上的表侧表示怪兽为对象才能发动。给那些怪兽各放置1个方界指示物。有方界指示物放置的怪兽不能攻击，效果无效化。",改变攻击力,放置指示物,,,,,,,,,,,,,,
35058857,奇术王 月星,"把这张卡作为同调素材的场合，不是暗属性怪兽的同调召唤不能使用。
①：自己场上有调整存在的场合，这张卡可以从手卡特殊召唤。
②：这张卡召唤·特殊召唤成功的场合，以自己的场上·墓地1只怪兽为对象才能发动。这张卡的等级直到回合结束时变成和那只怪兽相同。这个效果的发动后，直到回合结束时自己不能作同调召唤以外的特殊召唤。",等级变更,,,,,,,,,,,,,,,
35059553,皇帝斗技场,①：只要自己场上有怪兽存在，对方不能让要变到比那个数量多的怪兽在自身场上出现。,,,,,,,,,,,,,,,,
35073065,幻想夺取者,①：自己对怪兽的上级召唤成功时才能发动。这张卡从手卡特殊召唤。这个效果特殊召唤的这张卡的种族·属性·等级变成和上级召唤的那只怪兽相同。,特殊召唤,,,,,,,,,,,,,,,
35089369,风龙星-蒲牢,"「风龙星-蒲牢」的①的效果1回合只能使用1次。
①：自己场上的这张卡被战斗·效果破坏送去墓地时才能发动。从卡组把「风龙星-蒲牢」以外的1只「龙星」怪兽攻击表示特殊召唤。
②：1回合1次，对方的主要阶段以及战斗阶段才能发动。只用自己场上的「龙星」怪兽为同调素材作同调召唤。
③：这张卡为同调素材的同调怪兽不受魔法卡的效果影响。",特殊召唤,「风龙星-蒲牢」效果适用中,,,,,,,,,,,,,,
35100834,机动炮垒 强力堡垒,"①：这张卡发动后变成效果怪兽（机械族·地·4星·攻0/守2000）在怪兽区域特殊召唤。那之后，可以从手卡·卡组选1只机械族·4星的「零件」怪兽当作装备卡使用给这张卡装备。这张卡也当作陷阱卡使用。
②：这张卡的效果特殊召唤的这张卡的攻击力上升这张卡的效果装备的怪兽的攻击力2倍的数值。",是否装备？,,,,,,,,,,,,,,,
35112613,光子栗子,"这个卡名的②的效果1回合只能使用1次。
①：把这张卡从手卡送去墓地，支付2000基本分才能发动。这个回合，自己受到的全部伤害变成0。这个效果在对方回合也能发动。
②：这张卡在墓地存在的场合，从手卡把「光子栗子」以外的1只「光子」怪兽送去墓地才能发动。墓地的这张卡加入手卡。",伤害变成0,返回手牌,,,,,,,,,,,,,,
35125879,真龙皇的复活,"「真龙皇的复活」的①②③的效果1回合各能使用1次，作为①②的效果在同一连锁上不能发动。
①：以自己墓地1只「真龙」怪兽为对象才能发动。那只怪兽守备表示特殊召唤。这个效果的发动后，直到回合结束时自己不能把怪兽特殊召唤。
②：对方主要阶段才能发动。把1只「真龙」怪兽表侧表示上级召唤。
③：这张卡从魔法与陷阱区域送去墓地的场合，以场上1只怪兽为对象才能发动。那只怪兽破坏。",墓地苏生,上级召唤,,,,,,,,,,,,,,
35129241,星尘的祈愿,"①：1回合1次，自己场上的「星尘」同调怪兽为让自身的效果发动而被解放的场合，以那1只怪兽为对象才能发动。那只怪兽特殊召唤。对方不能对应这个效果的发动把魔法·陷阱·怪兽的效果发动。
②：这张卡的①的效果特殊召唤的怪兽在攻击表示的场合不会被战斗破坏。",,,,,,,,,,,,,,,,
35146019,幻变骚灵物化,"这个卡名的②的效果1回合只能使用1次。
①：以自己墓地1只「幻变骚灵」怪兽为对象才能把这张卡发动。那只怪兽攻击表示特殊召唤，把这张卡当作装备卡使用给那只怪兽装备。这张卡离开场上时那只怪兽破坏。
②：把墓地的这张卡除外，以自己墓地1张「幻变骚灵」陷阱卡为对象才能发动。那张卡加入手卡。",,,,,,,,,,,,,,,,
35149085,家畜虐杀,自己场上表侧表示存在的1只兽族怪兽回手卡，从手卡特殊召唤1只和回手怪兽等级相同的兽族怪兽上场。,,,,,,,,,,,,,,,,
35183584,星遗物的守护龙 米罗达克,"这个卡名的①③的效果1回合各能使用1次。
①：从自己的手卡·墓地把2只通常怪兽除外才能发动。这张卡从手卡特殊召唤。
②：只要这张卡在怪兽区域存在，对方场上的怪兽的攻击力·守备力下降自己场上的龙族怪兽数量×500。
③：场上的这张卡被战斗·效果破坏的场合才能发动。从自己墓地选和这张卡是原本的种族·属性不同的1只9星怪兽加入手卡。",,,,,,,,,,,,,,,,
35183853,镜鸣的武神,自己场上有名字带有「武神」的兽战士族怪兽存在，对方场上的怪兽数量比自己场上的怪兽数量多的场合，主要阶段1的开始时才能发动。直到下次的对方回合结束时，双方不能把魔法·陷阱卡的效果发动。,,,,,,,,,,,,,,,,
35187185,梦魔镜的天魔-涅伊洛斯,"属性不同的「梦魔镜」怪兽×2
这个卡名的②③的效果1回合各能使用1次。
①：只要这张卡在怪兽区域存在，这张卡的属性也当作「暗」使用。
②：这张卡以外的自己场上的怪兽被解放的场合，以场上1张卡为对象才能发动。那张卡破坏。
③：这张卡被对方破坏的场合才能发动。从自己墓地选「梦魔镜的天魔-涅伊洛斯」以外的1只「梦魔镜」怪兽特殊召唤。",,,,,,,,,,,,,,,,
35191415,黑幻想之魔术师,"这个卡名的①③的效果1回合各能使用1次。
①：自己在对方回合把魔法·陷阱卡的效果发动的场合才能发动。这张卡从手卡特殊召唤。
②：这张卡只要在怪兽区域存在，卡名当作「黑魔术师」使用。
③：只在这张卡在场上表侧表示存在才有1次，自己把魔法·陷阱卡的效果发动的场合以自己墓地1只「黑魔术师」为对象才能发动。那只怪兽特殊召唤。",这张卡从手卡特殊召唤,自己墓地1只「黑魔术师」特殊召唤,,,,,,,,,,,,,,
35195612,沙尘之骑士,反转：从卡组把1只地属性怪兽送去墓地。,检索送墓,,,,,,,,,,,,,,,
35199656,淘气仙星·曼珠诗华,"①：把手卡的这张卡给对方观看，以「淘气仙星·曼珠诗华」以外的自己场上1只「淘气仙星」怪兽为对象才能发动。这张卡特殊召唤，作为对象的怪兽回到持有者手卡。这个效果在对方回合也能发动。
②：只要这张卡在怪兽区域存在，每次对方手卡有卡加入，给与对方加入的卡数量×200伤害。",,,,,,,,,,,,,,,,
35209994,入魔巨鹰 赫拉斯,反转：选择对方场上表侧表示存在的1张卡回到持有者手卡。,返回手牌,,,,,,,,,,,,,,,
35215622,盲信的哥布林,只要这张卡在场上表侧表示存在，控制权不会被转移。,,,,,,,,,,,,,,,,
35220244,重力炮,机械族怪兽才能装备。1回合1次，可以让装备怪兽的攻击力上升400。此外，装备怪兽和对方怪兽进行战斗的场合，只在战斗阶段内那只对方怪兽的效果无效化。,攻击上升,,,,,,,,,,,,,,,
35224440,剑斗训练所,从自己卡组把1只4星以下的名字带有「剑斗兽」的怪兽加入手卡。,,,,,,,,,,,,,,,,
35252119,电脑堺兽-鹫鹫,"调整＋调整以外的怪兽1只以上
这个卡名的②的效果1回合只能使用1次。
①：只要原本的种族·属性相同而卡名不同的怪兽在自己墓地有2只以上存在，场上的这张卡不会被战斗·效果破坏。
②：把原本的种族·属性相同而卡名不同的2只怪兽从自己墓地除外，以场上1张卡为对象才能发动。那张卡送去墓地。",,,,,,,,,,,,,,,,
35255456,奇迹接触,①：从自己的手卡·场上·墓地让融合怪兽卡决定的融合素材怪兽回到持有者卡组，把以「元素英雄 新宇侠」为融合素材的1只「元素英雄」融合怪兽无视召唤条件从额外卡组特殊召唤。,,,,,,,,,,,,,,,,
35259350,笑容宇宙,"这张卡发动的回合，自己不能用这张卡的效果以外把怪兽召唤·特殊召唤，自己怪兽不能攻击。
①：从自己的额外卡组把表侧表示的灵摆怪兽尽可能特殊召唤。这个效果特殊召唤的怪兽的效果无效化。那之后，对方基本分回复这个效果特殊召唤的怪兽的原本攻击力合计的数值。",,,,,,,,,,,,,,,,
35261759,强欲而贪欲之壶,"这个卡名的卡在1回合只能发动1张。
①：从自己卡组上面把10张卡里侧表示除外才能发动。自己从卡组抽2张。",,,,,,,,,,,,,,,,
35262428,贤者的圣杯,自己场上没有怪兽存在的场合，选择对方墓地存在的1只怪兽才能发动。选择的怪兽在自己场上特殊召唤。这个回合的结束阶段时，这个效果特殊召唤的怪兽的控制权转移给对方。此外，这个效果特殊召唤的怪兽不能解放，也不能作为同调素材。,,,,,,,,,,,,,,,,
35268887,伤害转化,这个回合自己受到的效果伤害变成一半数值。这个回合的结束阶段时，和受到的效果伤害次数相同数量在自己场上把「幽灵衍生物」（恶魔族·暗·1星·攻/守0）守备表示特殊召唤。,特殊召唤Token,,,,,,,,,,,,,,,
35268888,幽灵衍生物,由「伤害转化」的效果特殊召唤。,,,,,,,,,,,,,,,,
35272499,捕食植物 蜂兰蝎,"这个卡名的效果1回合只能使用1次。
①：这张卡召唤·特殊召唤成功的场合，从手卡把1只怪兽送去墓地才能发动。从卡组把「捕食植物 蜂兰蝎」以外的1只「捕食植物」怪兽特殊召唤。",,,,,,,,,,,,,,,,
35282433,青色眼银僵尸,据说可以从眼睛里射出怪异的光线，据说能让对方变成僵尸。,,,,,,,,,,,,,,,,
35306215,失乐之堕天使,"天使族怪兽2只
这个卡名的②的效果1回合只能使用1次。
①：只要这张卡在怪兽区域存在，自己作需要怪兽2只解放的天使族怪兽的上级召唤的场合，可以不把怪兽2只解放而从自己墓地把2只怪兽除外来上级召唤。
②：丢弃1张手卡才能发动。从卡组选1只「堕天使」怪兽加入手卡或送去墓地。
③：自己结束阶段发动。自己回复场上的天使族怪兽数量×500基本分。",把墓地2只怪兽除外上级召唤,卡组检索,回复基本分,请选择要加入手卡或送去墓地的卡,,,,,,,,,,,,
35307484,食恶餐匙鬼,这张卡在场上表侧表示存在的场合「食恶餐匙鬼」以外的名字带有「食恶」的怪兽在自己场上召唤·特殊召唤时，可以从自己墓地选择1只恶魔族·2星怪兽特殊召唤。这个效果特殊召唤的怪兽的效果无效化。「食恶餐匙鬼」的效果1回合只能使用1次。,特殊召唤,,,,,,,,,,,,,,,
35311929,阳龙果 凤梨,"这个卡名的①的效果1回合只能使用1次。
①：这张卡被怪兽的效果从卡组送去墓地的场合才能发动。这张卡特殊召唤。自己场上有其他的植物族怪兽存在的场合，可以再选场上1只怪兽那个攻击力·守备力变成一半。
②：1回合1次，场上的这张卡被战斗·效果破坏的场合，可以作为代替从卡组把1只植物族怪兽送去墓地。",,是否选1只怪兽攻击力·守备力变成一半？,,,,,,,,,,,,,,
35316708,刻之封印,对方跳过下一个对方回合的抽卡阶段。,,,,,,,,,,,,,,,,
35322812,人造木人18,谜之大木人18号，由魔界尖端技术改造后的姿态。由于重点放在了坚固的装甲上，因此牺牲了机动性。,,,,,,,,,,,,,,,,
35329581,暗影脉冲,"「暗影脉冲」在1回合只能发动1张。
①：自己场上的同调怪兽被战斗·效果破坏送去墓地时，以那1只怪兽为对象才能发动。和那只怪兽相同等级·种族而卡名不同的1只同调怪兽从额外卡组特殊召唤。",,,,,,,,,,,,,,,,
35330871,彼岸的鬼神 马拉布兰卡,"「善恶的彼岸」降临。这张卡不用仪式召唤不能特殊召唤。
①：1回合1次，从手卡把1只「彼岸」怪兽送去墓地，以对方场上1只表侧表示怪兽为对象才能发动。那只对方怪兽的攻击力·守备力直到回合结束时下降因为这个效果发动而送去墓地的怪兽的各自数值。这个效果在对方回合也能发动。
②：这张卡从场上送去墓地的场合，以场上1张卡为对象才能发动。那张卡送去墓地。",,,,,,,,,,,,,,,,
35334193,治安战警队 正名者,"包含「治安战警队」怪兽的效果怪兽3只
自己不能在这张卡所连接区让怪兽出现。这个卡名的①的效果1回合只能使用1次。
①：自己·对方回合，以对方场上1只效果怪兽为对象才能发动。那只怪兽的效果直到回合结束时无效。那之后，可以让那只对方怪兽向作为这张卡所连接区的对方的怪兽区域移动。
②：这张卡攻击的伤害步骤开始时才能发动。这张卡所连接区的怪兽全部除外。",,,是否移动那只怪兽？,,,,,,,,,,,,,
35346968,神之恩惠,①：只要这张卡在魔法与陷阱区域存在，每次自己抽卡，自己回复500基本分。,,,,,,,,,,,,,,,,
35371948,淘气仙星的灯光舞台,"①：作为这张卡的发动时的效果处理，可以从卡组把1只「淘气仙星」怪兽加入手卡。
②：1回合1次，以对方的魔法与陷阱区域盖放的1张卡为对象才能发动。只要这张卡在场地区域存在，盖放的那张卡直到结束阶段不能发动，对方在结束阶段必须把那张卡发动或送去墓地。
③：每次自己场上的「淘气仙星」怪兽用战斗·效果给与对方伤害，给与对方200伤害。",是否从卡组把1只「淘气仙星」怪兽加入手卡？,限制发动,请选择对方的魔法与陷阱区域盖放的1张卡,发动,送去墓地,,,,,,,,,,,
35394356,达磨落师,"这个卡名的①②的效果1回合各能使用1次。
①：把自己场上1个超量素材取除，以对方场上1只表侧表示怪兽为对象才能发动。那只怪兽的攻击力直到回合结束时变成0。这个效果在对方回合也能发动。
②：自己场上的超量怪兽把超量素材取除来让效果发动的场合，可以作为取除的1个超量素材的代替而把墓地的这张卡除外。这个效果在这张卡送去墓地的回合不能使用。",,,,,,,,,,,,,,,,
35419032,侵略的侵食感染,1回合1次，让自己手卡或者自己场上表侧表示存在的1只名字带有「入魔」的怪兽回到卡组才能发动。从自己卡组把1只名字带有「入魔」的怪兽加入手卡。,卡组检索,是否现在使用「侵略的侵食感染」的效果？,,,,,,,,,,,,,,
35429292,妖精骑士,这张卡被战斗破坏送去墓地时，由对方选择自己墓地里的1张魔法卡，放在自己卡组的最上面。,返回卡组,,,,,,,,,,,,,,,
35448319,除草兽,1回合1次，可以把自己场上存在的1只植物族怪兽解放，选择对方场上表侧表示存在的1张卡破坏。此外，这张卡在墓地存在，场上存在的植物族怪兽被破坏时，这张卡可以从墓地特殊召唤。这个效果特殊召唤的这张卡从场上离开的场合从游戏中除外。,破坏,特殊召唤,,,,,,,,,,,,,,
35464895,命运标记,自己场上的怪兽被战斗破坏送去墓地时才能发动。从自己的手卡·卡组特殊召唤1只名字带有「命运英雄」的4星以下的怪兽。,,,,,,,,,,,,,,,,
35480699,日全食之书,①：场上的表侧表示怪兽全部变成里侧守备表示。这个回合的结束阶段，对方场上的里侧守备表示怪兽全部变成表侧守备表示，那之后，对方从卡组抽出这个效果变成表侧守备表示的怪兽的数量。,,,,,,,,,,,,,,,,
35486099,宝玉的恩惠,选择自己墓地存在的最多2只名字带有「宝玉兽」的怪兽，当作永续魔法卡使用在自己的魔法与陷阱卡区域表侧表示安置。,,,,,,,,,,,,,,,,
35487920,直播☆双子频道,"这个卡名的①②的效果1回合各能使用1次。
①：自己或者对方的怪兽的攻击宣言时，把自己场上1只「姬丝基勒」怪兽或者「璃拉」怪兽解放才能发动。那次攻击无效。
②：自己·对方的结束阶段，以自己墓地1只「姬丝基勒」怪兽或者「璃拉」怪兽为对象才能发动。那只怪兽回到卡组。自己场上没有怪兽存在的场合，也能不回到卡组加入手卡。",,,回到卡组,,,,,,,,,,,,,
35488287,寿炎星-李熊猫,"这个卡名的①②的效果1回合各能使用1次。
①：自己把「炎舞」魔法·陷阱卡发动的场合才能发动。这张卡从手卡特殊召唤。那之后，可以从自己墓地选「寿炎星-李熊猫」以外的1只「炎星」怪兽特殊召唤。这个效果的发动后，直到回合结束时自己不是「炎星」怪兽不能特殊召唤。
②：自己场上的「炎星」怪兽被对方的效果破坏的场合，可以作为代替把自己场上1张表侧表示的「炎舞」魔法·陷阱卡送去墓地。",,是否从墓地把「炎星」怪兽特殊召唤？,,,,,,,,,,,,,,
35494087,疾行机人 噗噗噔骷髅,"「疾行机人 噗噗噔骷髅」的③的效果1回合只能使用1次。
①：自己·对方的准备阶段，从额外卡组特殊召唤的怪兽在对方场上存在的场合才能发动。这张卡从手卡特殊召唤。
②：这张卡不会被和通常召唤的怪兽的战斗破坏。
③：这张卡的战斗发生的对自己的战斗伤害由对方代受。
④：自己场上有「疾行机人」怪兽以外的表侧表示怪兽存在的场合这张卡破坏。",,,,,,,,,,,,,,,,
35498188,动作魔法-二重倾斜转弯,"①：丢弃1张手卡才能发动。自己场上的怪兽在这个回合战斗破坏对方怪兽的场合，只再1次可以继续攻击。
②：这张卡在墓地存在的场合，自己主要阶段从手卡丢弃1张魔法卡才能发动。这张卡在自己的魔法与陷阱区域盖放。这个效果在这张卡送去墓地的回合不能发动。",这张卡盖放,是否继续攻击？,,,,,,,,,,,,,,
35514096,罗德不列颠号,"这张卡战斗破坏对方怪兽的场合，从下面效果选择1个发动。
●只有1次可以继续攻击。
●选择场上盖放的1张卡破坏。
●在自己场上把1只「分机衍生物」（机械族·光·4星·攻/守1200）特殊召唤。",选择一个效果发动,只有1次可以继续攻击,选择场上盖放的1张卡破坏,在自己场上把1只「分机衍生物」特殊召唤,,,,,,,,,,,,
35514097,分机衍生物,由「罗德不列颠号」特殊召唤。,,,,,,,,,,,,,,,,
35537251,燃烧拳击手 假想敌拳手,自己的主要阶段时才能发动。把自己场上的名字带有「燃烧拳击手」的超量怪兽1个超量素材取除，这张卡从手卡特殊召唤。「燃烧拳击手 假想敌拳手」的效果1回合只能使用1次。,特殊召唤,,,,,,,,,,,,,,,
35537860,精神同调波,自己场上有同调怪兽表侧表示存在的场合才能发动。对方场上存在的1只怪兽破坏。,,,,,,,,,,,,,,,,
35539880,正统的血统,①：以自己墓地1只通常怪兽为对象才能把这张卡发动。那只怪兽攻击表示特殊召唤。这张卡从场上离开时那只怪兽破坏。那只怪兽从场上离开时这张卡破坏。,,,,,,,,,,,,,,,,
35544402,闪烁星圣,"「闪烁星圣」的②的效果1回合只能使用1次。
①：以自己场上1只「星圣」怪兽为对象才能发动。那只怪兽的等级上升1星或者2星。
②：这张卡在墓地存在的场合，把自己墓地1只「星圣」怪兽除外才能发动。墓地的这张卡加入手卡。",等级上升,加入手卡,等级上升1星,等级上升2星,,,,,,,,,,,,
35546670,星遗物印刻的伤痕,"①：场上的「机界骑士」怪兽的攻击力·守备力上升300。
②：1回合1次，从手卡丢弃1只「机界骑士」怪兽或者1张「星遗物」卡才能发动。自己从卡组抽1张。
③：从自己墓地以及自己场上的表侧表示怪兽之中把「机界骑士」怪兽8种类各1只除外才能发动。对方的手卡·额外卡组的卡全部送去墓地。",抽卡,全部送去墓地,,,,,,,,,,,,,,
35561352,神数的神击,①：怪兽的效果·魔法·陷阱卡发动时，从自己的额外卡组把1只表侧表示的「神数」怪兽除外才能发动。那个发动无效并破坏。,,,,,,,,,,,,,,,,
35563539,精灵之镜,玩家1人为对象的魔法的效果移给其他玩家。,,,,,,,,,,,,,,,,
35565537,女武神,在神话里出现的战斗天使，用手中的枪处以天罚。,,,,,,,,,,,,,,,,
35577420,光之回弹,每次名字带有「光道」的怪兽的效果从自己卡组把卡送去墓地，从对方卡组上面把1张卡从游戏中除外。,对方卡组上面1张卡从游戏中除外,,,,,,,,,,,,,,,
35595518,猞猁连接杀手,"①：自己场上没有怪兽存在的场合，这张卡可以从手卡特殊召唤。
②：1回合1次，把最多2张手卡丢弃，以丢弃数量的场上的魔法·陷阱卡为对象才能发动。那些卡破坏。",,,,,,,,,,,,,,,,
35606858,长世国王恶魔,"恶魔族怪兽2只
这张卡的控制者在每次自己准备阶段支付500基本分。或者不支付让这张卡破坏。这张卡的①②的效果在同一连锁上各能发动1次。
①：自己把基本分支付的场合才能发动。和那个数值相同的攻击力或守备力的1只恶魔族怪兽从卡组送去墓地。
②：恶魔族怪兽被送去自己墓地的场合才能发动。掷1次骰子，那之内的1只受出现的数目的效果适用。
●1：加入手卡。
●2～5：回到卡组。
●6：特殊召唤。",恶魔族怪兽从卡组送去墓地,掷1次骰子,是否维持「长世国王恶魔」？,,,,,,,,,,,,,
35618217,月光彩雏,"这个卡名的②的效果1回合只能使用1次。
①：1回合1次，从卡组·额外卡组把1只「月光」怪兽送去墓地才能发动。这个回合，把这张卡作为融合素材的场合，可以作为送去墓地的那只怪兽的同名卡来成为融合素材。
②：这张卡被效果送去墓地的场合，以自己墓地1张「融合」为对象才能发动。那张卡加入手卡。
③：这张卡被除外的场合才能发动。这个回合，对方在战斗阶段中不能把效果发动。",代替素材,墓地「融合」加入手卡,对方在战斗阶段中不能把效果发动,,,,,,,,,,,,,
35618486,侵入魔鬼的先锐,自己场上存在的这张卡被送去墓地时，选择场上表侧表示存在的1只仪式·融合·同调怪兽破坏。,破坏,,,,,,,,,,,,,,,
35629124,科多莫小龙,"这个卡名的效果1回合只能使用1次，这个效果发动的回合，自己不是龙族怪兽不能特殊召唤，不能进行战斗阶段。
①：这张卡被送去墓地的场合才能发动。从手卡把1只龙族怪兽特殊召唤。",特殊召唤,,,,,,,,,,,,,,,
35631584,星圣的星痕,自己场上有名字带有「星圣」的超量怪兽特殊召唤时，可以从自己卡组抽1张卡。这个效果1回合只能使用1次。,抽卡,,,,,,,,,,,,,,,
35638627,异虫战神,这张卡不能特殊召唤。这张卡战斗破坏的效果怪兽的效果无效化。这张卡战斗破坏对方怪兽的场合，只有1次可以继续攻击。,,,,,,,,,,,,,,,,
