id,ot,alias,setcode,type,atk,def,level,race,attribute,category
39732186,3,0,0,33,500,1000,2,16777216,16,1052
39751093,3,0,0,545,0,100,3,2,16,2064
39751094,3,39751093,0,545,0,100,3,2,16,2064
39752820,3,0,0,67108897,2000,9,2,16777216,16,552
39753577,3,0,289,4,0,0,0,0,0,33816576
39761138,3,0,44,33,1700,200,3,128,4,4194308
39765115,3,0,0,4,0,0,0,0,0,1074794496
39765958,3,0,4165,8225,3000,2000,8,8192,32,2
39774685,3,0,0,262146,0,0,0,0,0,8192
39778366,3,0,0,4,0,0,0,0,0,262160
39806198,3,0,4227,33,1000,1000,8,32,32,262144
39817919,3,0,0,545,0,0,4,512,8,8208
39823987,3,0,0,8225,3000,2800,8,8192,16,4456450
39829561,3,0,49160,33,1000,0,2,1,32,262144
39838559,11,0,263,524290,0,0,0,0,0,768
39853199,3,0,179,33,2300,200,6,16384,8,2
39880350,3,0,8536,67108897,0,5,2,1024,1,8716288
39890958,3,0,0,1057,500,500,3,32,16,262144
39892082,3,0,0,33,500,1900,4,524288,1,71303168
39897277,3,0,0,262146,0,0,0,0,0,8192
39900763,3,0,0,4,0,0,0,0,0,262144
39905966,3,0,58,33,1600,1200,4,64,2,1040
39910367,3,0,298,524290,0,0,0,0,0,83886080
39913299,11,0,0,2,0,0,0,0,0,262920
39956951,3,0,0,2,0,0,0,0,0,2
39964797,3,0,234,12321,1800,2000,4,32,2,537133056
39967326,3,0,0,4,0,0,0,0,0,262144
39972129,3,0,72,8388641,1000,1000,2,16384,1,17039360
39972130,3,0,0,16401,-2,0,1,16384,1,0
39978267,3,0,147,33,1400,1000,4,32,32,1
39980304,3,0,0,4,0,0,0,0,0,268697604
39984786,3,0,0,33,2200,1000,5,524288,2,1310720
39987164,3,0,48,8388641,2500,2100,4,4,16,1075843074
39987731,3,0,188,33,2400,1500,7,32,32,262145
39996157,11,0,292,130,0,0,0,0,0,4
39998992,11,0,260,67108897,1800,40,2,2048,1,17080320
40003819,11,0,0,65538,0,0,0,0,0,268697604
40005099,3,0,217,524290,0,0,0,0,0,262152
40012727,3,0,0,4,0,0,0,0,0,2
40028305,3,0,4250,33,500,500,2,32,1,17047552
40044918,3,0,12296,33,1800,300,4,1,8,513
40044919,3,40044918,12296,33,1800,300,4,1,8,513
40048324,3,0,0,4129,1000,400,2,2,4,512
40061558,3,0,4266,33,2900,2500,9,32,1,0
40080312,3,0,602120,97,3000,2500,9,1,1,2147483908
40089744,3,0,207,524290,0,0,0,0,0,67109376
40101111,3,0,0,97,2900,1700,10,1048576,16,25182208
40110009,11,0,307,2,0,0,0,0,0,268698640
40133511,11,0,0,33,1600,900,4,16384,1,8192
40139997,3,0,4387,8225,3200,2400,10,8192,4,2147745799
40140448,3,0,311,33,1800,1500,4,32768,2,66072
40143123,3,0,83,33,2300,1600,5,4,16,262144
40155554,3,0,0,4113,1800,1400,5,32,32,0
40159926,3,0,87,4129,0,0,1,8,16,537133056
40160226,3,0,0,33,2300,1800,5,32,2,3
40164421,3,0,56,4129,800,200,3,2,16,648
40172183,3,0,0,131076,0,0,0,0,0,0
40173854,3,0,0,65,1850,1300,5,64,2,0
40177746,3,0,0,33,500,200,1,4,16,516
40189917,3,0,44,33,2200,200,6,128,4,4194308
40196604,1,0,0,17,1000,1000,3,8,8,0
40200834,3,0,0,17,700,1700,4,16384,1,0
40204620,3,0,312,131076,0,0,0,0,0,0
40213117,3,0,110,33,600,2000,3,2,1,1310720
40216089,3,0,81,67108897,1600,5,2,32,16,262144
40217358,3,0,128,33,0,1000,1,8,2,4
40225398,3,0,0,33,1600,1000,4,1,32,49152
40227329,3,0,4271,16777249,0,0,10,8,32,16916480
40230018,3,0,4206,2,0,0,0,0,0,512
40240595,3,0,0,33,0,2000,3,2048,1,0
40251688,3,0,21500026,12321,2000,500,5,1,4,8712
40252269,3,0,152,131074,0,0,0,0,0,262656
40253382,3,0,0,4,0,0,0,0,0,537133056
40267580,3,0,0,2097185,200,900,2,8,32,8392704
40279770,3,0,0,4,0,0,0,0,0,262144
40318957,3,0,159,16777249,1800,100,134742020,2,32,512
40320754,3,0,0,33,1500,1000,4,1024,2,262144
40343749,3,0,128,33,0,1000,1,8,16,262144
40348946,3,0,4119,4129,1600,800,4,32,16,536879108
40350910,3,0,0,2,0,0,0,0,0,16777216
40352445,3,0,325,161,500,2500,8,2,16,8200
40364916,3,0,217,131074,0,0,0,0,0,12
40371092,3,0,0,33,1600,1200,4,1,16,8704
40374923,3,0,0,17,1200,800,3,65536,1,0
40380686,2,0,0,4129,0,200,1,8192,32,536870912
40383551,3,0,0,65538,0,0,0,0,0,0
40384720,3,0,0,33,1300,600,4,512,8,131072
40387124,1,0,0,17,750,400,2,1024,1,0
40390147,3,0,0,8388641,2000,2100,4,1,16,262144
40391316,3,0,15,97,0,2500,5,16384,16,0
40392714,3,0,227,33554465,0,0,2,4,8,4465152
40398073,11,0,307,33,500,1600,2,8192,1,262168
40410110,3,0,0,33,1800,1600,4,1024,16,2097152
40418351,3,0,16531,97,1000,1000,8,32,32,17833984
40424929,3,0,0,8388641,2100,1800,3,1024,1,4194308
40428851,3,0,311,33,1400,1200,4,32768,8,327944
40441990,3,0,254,33,0,0,1,32,32,32
40450317,3,0,0,2,0,0,0,0,0,3407872
40453765,3,0,0,33,1800,1500,5,1,1,8192
40465719,3,0,0,4,0,0,0,0,0,268
40473581,3,0,0,545,2000,1600,4,4096,1,16
40493210,3,0,357,4,0,0,0,0,0,1610874880
40502912,3,0,155,33,1600,1200,4,4,16,50331648
40509732,11,0,0,8225,2600,1400,7,32,1,2147745792
40516623,3,0,0,16777761,2400,1000,16842757,1,8,8
40522482,3,0,0,2,0,0,0,0,0,4194306
40529384,3,0,0,8225,2400,1600,7,8192,32,4194306
40542825,3,0,4288,33,1850,1500,4,2,16,279048
40542826,3,40542825,4288,33,1850,1500,4,2,16,279048
40555959,3,0,0,131076,0,0,0,0,0,4
40575313,3,0,0,17,500,200,1,16,32,0
40583194,3,0,87,4129,500,500,2,8,2,0
40591390,3,0,49160,33,-2,-2,8,1,32,17047552
40605147,11,0,0,1048580,0,0,0,0,0,2147483648
40607210,3,0,142,33,2000,1200,6,16,32,262144
40619741,3,0,48,33,1700,1000,4,4,16,2048
40619825,3,0,69,262146,0,0,0,0,0,9248
40633084,2,0,368,4,0,0,0,0,0,786432
40633085,2,64213018,368,16401,1000,1000,3,2048,1,0
40633297,3,0,0,131076,0,0,0,0,0,0
40634253,3,0,0,33,1400,2200,4,32,32,4194307
40636712,3,0,173,97,2200,3000,8,8,2,34824
40640057,3,0,164,33,300,200,1,8,32,8
40640058,3,40640057,164,33,300,200,1,8,32,8
40640059,3,40640057,164,33,300,200,1,8,32,8
40659562,3,0,5374044,33,1700,2400,5,256,1,2064
40663548,3,0,201,33,2000,1600,5,1024,32,545521668
40666140,3,0,41026,33,1400,1200,4,2,16,262144
40669071,11,0,257,67108897,2300,168,3,16777216,8,16785408
40672993,3,0,0,33,1800,100,4,4096,16,0
40695128,3,0,0,545,1200,1700,4,256,1,16
40703222,3,0,0,65538,0,0,0,0,0,262144
40703223,3,0,164,16401,300,200,1,8,32,0
40703393,3,0,0,2,0,0,0,0,0,262148
40732515,3,0,19529838,33,2700,1700,7,2,32,67372035
40736921,3,0,0,131076,0,0,0,0,0,0
40737112,11,0,152,33,2800,2600,8,2,32,1044
40771118,3,0,0,131076,0,0,0,0,0,1024
40817915,3,0,0,33,300,200,1,4096,16,1074003968
40826495,3,0,0,17,900,1000,3,256,1,0
40830387,3,0,7,262146,0,0,0,0,0,2
40838625,3,0,0,4,0,0,0,0,0,2048
40844552,3,0,12354,4129,400,800,2,4,16,262148
40844553,3,0,0,16401,1000,1000,4,1,1,0
40854197,3,0,12296,97,2500,2000,8,1,2,2105346
40854824,3,0,0,65538,0,0,0,0,0,262144
40867519,3,0,0,33,200,300,2,2048,1,-2147481600
40884383,3,0,0,33,1100,500,3,16,32,0
40894584,3,0,0,33,1500,200,4,524288,2,262144
40907115,3,0,4277,33,1500,1000,3,1048576,8,262144
40908371,11,0,0,8225,2500,3000,9,8192,16,51642368
40916023,3,0,0,33554465,1600,1200,4,64,2,2361344
40921545,3,0,10,33,1750,1050,4,64,32,1
40921744,3,0,239,33,2800,2300,8,4,32,2
40933924,3,0,26,33,1000,1000,4,1,32,128
40937767,3,0,0,33,1600,1500,4,256,1,4194304
40939228,3,0,63,8225,4000,3300,11,8192,8,2147516420
40941889,3,0,4222,33,1000,1000,4,4,4,40960
40945356,3,0,43,33,2300,1000,6,1,32,16785408
40971261,3,0,0,131074,0,0,0,0,0,16777224
40975243,3,0,333,4,0,0,0,0,0,262144
40975574,11,0,87,4129,600,200,2,8,4,8650752
40991587,3,0,0,33,0,2200,3,16,32,51380224
40998517,11,0,308,33,2500,2000,9,1,8,258
41002238,1,0,0,33,2400,2200,6,8192,16,270336
41006930,3,0,43,33,1700,1200,4,1,32,2097156
41039846,3,0,0,33,1200,1800,5,512,32,2112
41044418,3,0,0,131074,0,0,0,0,0,263704
41061625,1,0,0,17,800,600,2,1024,1,0
41077745,3,0,12296,33,800,900,3,1,2,131073
41089128,3,0,0,33,1500,1600,4,128,4,2097152
41090784,3,0,47,33,1600,2200,6,2,2,16779264
41091257,3,0,238,33,1900,1200,4,1,1,262145
41097056,3,0,0,2,0,0,0,0,0,34
41098335,3,0,0,33,1900,1200,4,16384,32,8192
41113025,3,0,0,33,1700,1500,4,8,8,8192
41114306,3,0,227,33554465,0,0,2,16384,1,270848
41128647,3,0,0,524290,0,0,0,0,0,8192
41139112,3,0,0,2,0,0,0,0,0,134479872
41141943,3,0,154,33,1200,1800,5,32,1,262400
41142615,3,0,0,2,0,0,0,0,0,64
41147577,3,0,4211,8388641,3000,2500,7,2,16,-2113927168
41158734,3,0,0,33,1800,1200,4,4096,16,262144
41160533,3,0,0,33,2200,1200,6,1024,1,5275648
41160595,3,0,0,2,0,0,0,0,0,512
41172955,3,0,81,33,1400,600,4,32,1,512
41175645,3,0,232,33554465,1000,1000,4,2,16,2147753984
41181774,3,0,33,33,100,100,10,512,32,139360
41182875,3,0,0,130,0,0,0,0,0,262144
41197012,3,0,0,4,0,0,0,0,0,1310728
41201386,3,0,149,2,0,0,0,0,0,1074004996
41201555,3,0,29,33,1900,1300,4,1024,4,8
41209827,3,0,273027152,97,2800,2000,8,8192,32,8194
41209828,3,41209827,273027152,97,2800,2000,8,8192,32,8194
41215808,3,0,365,4,0,0,0,0,0,0
41218256,3,0,0,17,1000,800,3,8,32,0
41224658,3,0,0,33,2400,100,6,8,32,2
41230939,3,0,16531,33,800,800,4,32,32,17850368
41232647,11,0,307,97,3000,2000,9,8192,16,262146
41234315,3,0,0,4,0,0,0,0,0,17039360
41248270,3,0,0,67108865,1800,7,3,16777216,32,0
41249545,3,0,0,33,1000,1000,3,1024,2,8192
41255165,3,0,2818138,2097185,1400,700,3,64,2,2064
41269771,3,0,83,33,1600,1400,4,2,16,262144
41302052,11,0,251,67108897,2800,163,4,4,16,4194304
41306080,3,0,309,33,300,400,1,16777216,2,262656
41307269,3,0,154,33,1000,2000,4,32,1,16777216
41309158,3,0,7147635,8388641,2600,1600,4,4,32,4196352
41329458,3,0,4123,33,1000,2500,7,32,8,17563648
41329459,3,31533705,4123,16401,0,0,3,32,8,0
41348446,3,0,0,131076,0,0,0,0,0,262144
41356845,3,0,76,4,0,0,0,0,0,2
41356846,3,41356845,76,4,0,0,0,0,0,2
41359411,3,0,8314,262146,0,0,0,0,0,131072
41367003,3,0,0,65538,0,0,0,0,0,0
41373230,3,0,0,97,2500,2000,8,8192,32,33825280
41375811,3,0,241,8388641,-2,-2,4,32768,1,1074012160
41382147,3,0,0,33,800,800,3,512,8,8196
41386308,11,0,0,33,1500,500,3,2,1,264
41392891,3,0,0,17,1300,1400,4,8,32,0
41396436,3,0,0,17,1600,1200,4,512,8,0
41398771,3,0,0,4,0,0,0,0,0,8192
41403766,1,0,0,17,1100,1000,3,2048,1,0
41410651,11,0,306,262146,0,0,0,0,0,9240
41418852,3,0,330,524290,0,0,0,0,0,0
41420027,11,0,0,1048580,0,0,0,0,0,2147483651
41422426,1,0,0,17,1000,1000,3,1,1,0
41426869,3,0,0,130,0,0,0,0,0,0
41431329,3,0,48,4129,800,800,3,32,16,2097664
41436536,3,0,12296,97,2100,1200,6,1,4,16777216
41440148,3,0,159,33,800,800,3,16384,1,0
41440817,3,0,0,4,0,0,0,0,0,32
41442341,11,0,0,33,0,0,6,8,32,327680
41456841,3,0,0,33554465,2800,2400,7,2048,1,17596416
41456842,3,91512836,0,16401,100,100,1,2048,1,0
41458579,3,0,0,1048580,0,0,0,0,0,2147483651
41462083,3,0,0,65,2400,2000,7,8192,8,0
41462084,3,41462083,0,65,2400,2000,7,8192,8,0
41463181,11,0,281,67108897,2300,133,3,16777216,4,8224
41463182,11,41463181,281,67108897,2300,133,3,16777216,4,8224
41470137,3,0,25,33,1500,800,4,512,8,262177
41475424,3,0,0,4,0,0,0,0,0,3
41482598,3,0,0,131074,0,0,0,0,0,264
41493640,3,0,0,33,800,400,3,32768,1,262146
41510920,3,0,0,1048580,0,0,0,0,0,2147483907
41517789,11,0,0,8225,3200,2800,11,8192,16,33554432
41517968,3,0,12296,97,2000,1000,6,1,32,16386
41524885,1,0,370,8388641,2100,1800,4,1,16,16777232
41544074,3,0,207,65,1300,1100,4,2,32,0
41554273,3,0,216,4,0,0,0,0,0,33816576
41562624,3,0,217,33,1500,0,4,16,4,262400
41578483,11,0,4368,97,0,0,1,2,32,2147557376
41587307,3,0,96,262146,0,0,0,0,0,0
41589166,3,0,32,33,1500,1000,4,128,4,33554432
41613948,3,0,49160,33,600,800,3,1,32,65540
41620959,11,0,0,2,0,0,0,0,0,520
41628550,3,0,154,33,0,2000,4,32,1,16779264
41639001,3,0,105,33,1700,900,4,8192,16,1310720
41659072,3,0,0,8225,3000,2600,8,8192,16,7
41685633,11,0,284,97,3200,3200,10,4096,16,16777223
41705642,3,0,102,33,1900,1600,5,1,2,262144
41721210,3,0,4258,97,3000,2500,8,8192,32,16777216
41722932,3,0,0,2,0,0,0,0,0,4
41729254,3,0,289,33,600,400,1,16,8,262144
41735184,3,0,0,65538,0,0,0,0,0,512
41741922,3,0,0,33,1600,1200,4,8192,4,1310720
41753322,3,0,0,33,1500,3000,8,65536,1,2048
41762634,3,0,0,17,1500,1200,4,2048,1,0
41767843,3,0,155,33,200,200,2,4,16,8192
41782653,3,0,0,33554465,2700,2100,7,65536,32,262690
41788781,3,0,24642,4129,1600,1000,4,16384,16,262144
41803903,11,0,8428,65538,0,0,0,0,0,262672
41830887,3,0,331,33,0,0,1,32,32,262144
41850466,3,0,330,2,0,0,0,0,0,1074003968
41855169,3,0,0,33,200,1300,3,2,16,10
41858121,3,0,48,2,0,0,0,0,0,1315
41859700,3,0,0,33,500,1500,3,128,4,8388608
41867019,3,0,289,131076,0,0,0,0,0,4195080
41872150,3,0,0,33,1000,500,3,2048,32,2049
41902352,3,0,51,4129,700,1500,4,512,32,536870912
41916534,3,0,0,33,1200,800,4,1,1,270336
41925941,3,0,0,4,0,0,0,0,0,8192
41927278,3,0,0,262146,0,0,0,0,0,8200
41930553,3,0,0,131076,0,0,0,0,0,68
41933425,3,0,0,2,0,0,0,0,0,268697604
41940225,3,0,14024774,65538,0,0,0,0,0,268435480
41949033,3,0,0,17,1200,1200,4,16,32,0
41952656,3,0,0,33,1000,1000,2,262144,2,264
41978142,3,0,55,33,2100,1600,5,4096,8,16
41999284,11,0,164,67108897,300,2,1,16777216,32,270336
42002073,3,0,159,16777249,200,200,67371010,2,32,268697600
42006475,3,0,313,33,2000,1700,6,2,16,17039360
42009836,3,0,0,33,1200,1300,4,256,1,2
42015635,3,0,9,524290,0,0,0,0,0,8192
42023223,3,0,8294,33,1700,1100,3,256,1,262656
42024143,3,0,4109,33,2100,1400,5,32768,1,262144
42029847,3,0,155,33,400,1900,4,4,16,512
42035044,3,0,102,33,2000,1600,4,32768,1,65536
42035045,3,42035044,102,33,2000,1600,4,32768,1,65536
42052439,3,0,0,33,100,100,1,1,4,34865152
42055234,11,0,307,33,2700,1700,8,8192,4,17047568
42071342,3,0,0,17,1800,1500,4,262144,2,0
42079445,3,0,0,4,0,0,0,0,0,262144
42082363,3,0,16,33,800,300,2,512,8,262144
42090294,3,0,60,33,200,0,2,524288,32,270336
42110434,3,0,42,4129,500,1200,3,2048,1,8
42110604,3,0,8214,8225,2000,1000,5,32,8,40976
42129512,3,0,0,17,2700,2000,7,16384,1,0
42143067,11,0,0,33,500,500,2,256,1,262144
42149850,3,0,0,262146,0,0,0,0,0,8196
42155488,3,0,0,4129,2200,1100,6,1048576,8,1048576
42160203,3,0,20652280,8388641,2500,2000,4,8192,32,270336
42166000,3,0,0,97,3000,3000,10,64,2,50659328
42167046,3,0,0,131076,0,0,0,0,0,2
42172465,3,0,0,4,0,0,0,0,0,262146
42175079,3,0,0,4,0,0,0,0,0,3
42199039,3,0,96,262146,0,0,0,0,0,0
42216237,3,0,0,8225,2800,2300,8,4,16,270336
42230449,3,0,290062408,8388641,1000,100,1,32,16,1090527232
42233477,3,0,0,131076,0,0,0,0,0,8209
42237854,3,0,0,131076,0,0,4,32,1,34938880
42239546,3,0,30,33,700,100,2,256,1,262144
42256406,3,0,0,33,400,400,3,1,1,10240
42280216,3,0,0,33,1000,2000,5,2,16,262656
42291297,3,0,230,8225,3000,3000,8,1,32,557842432
42303365,3,0,60,4129,0,0,2,524288,32,4096
42309337,3,0,0,1048580,0,0,0,0,0,-2147483647
42314669,3,0,0,2,0,0,0,0,0,536870912
42328171,3,0,88,33,300,350,1,32,8,2560
42338879,3,0,0,4129,1600,2000,5,512,8,262144
42348802,3,0,0,17,1300,800,3,65536,1,0
42352091,3,0,330,33,0,0,1,8,32,262152
42364257,3,0,0,4,0,0,0,0,0,2
42364374,3,0,0,33,2000,2000,3,2048,1,8192
42377643,3,0,358,33,900,500,5,64,4,262656
42378577,3,0,242,131076,0,0,0,0,0,262144
42386471,3,0,98,4194337,1900,900,4,2,1,131136
42388271,11,0,254,33,2500,500,7,32,32,262152
42391240,3,0,83,33,2400,900,6,32,16,1040
42418084,1,0,0,17,1400,1700,5,4,16,0
42421606,3,0,72,8388641,3000,300,4,8,32,2281701699
42425831,3,0,0,131076,0,0,0,0,0,2359300
42429678,3,0,309,4129,600,1000,3,16777216,8,262152
42431843,3,0,0,17,1000,700,3,8,32,0
42444868,3,0,266,1048580,0,0,0,0,0,262176
42461852,11,0,280,524290,0,0,0,0,0,270336
42463414,3,0,0,33,1300,0,3,262144,2,8192
42469671,11,0,0,65538,0,0,0,0,0,258
42472002,3,0,4218,33,1000,2000,4,1,16,262144
42502956,11,0,0,2,0,0,0,0,0,262144
42517468,3,0,15,33,0,1000,2,16384,16,256
42534368,3,0,0,2,0,0,0,0,0,262144
42541548,3,0,172,33,1200,1500,4,8,1,256
42542842,3,0,289,4129,1000,0,2,16,4,262144
42548470,3,0,0,2,0,0,0,0,0,256
42551040,3,0,136,33,1100,1900,4,16384,16,10240
42560034,3,0,0,65538,0,0,0,0,0,0
42562690,3,0,159,33,500,1600,4,2048,2,65536
42566602,3,0,0,12321,2400,500,6,8192,2,259
42577802,3,0,4587863,2,0,0,0,0,0,268697604
42578427,3,0,0,4,0,0,0,0,0,2
42589641,3,0,4252,8388641,2100,2500,4,1,16,262224
42591472,1,0,0,17,900,500,2,1024,1,0
42592719,3,0,25,33,2400,600,6,16384,16,33816608
42596828,3,0,0,33,500,2000,4,8388608,4,8192
42598242,3,0,0,2,0,0,0,0,0,2
42599677,3,0,0,17,1900,1300,5,128,4,0
42600274,3,0,147,33,1800,1600,5,1,1,1310736
42625254,3,0,0,17,1100,700,3,65536,1,0
42632209,11,0,306,8225,3000,0,12,16777216,4,33554944
42647539,3,0,0,33,800,500,2,8,32,2048
42664989,3,0,0,2,0,0,0,0,0,256
42671151,11,0,0,4,0,0,0,0,0,8650752
42671152,11,0,0,16401,-2,-2,1,8,32,0
42679662,3,0,10,2097185,750,1950,4,524288,32,32
42682609,3,0,30,33,400,600,2,131072,2,262144
42685062,3,0,0,4129,2600,1800,7,8,1,8192
42703248,3,0,0,2,0,0,0,0,0,16
42709949,3,0,0,262146,0,0,0,0,0,8192
42713844,3,0,4333,2097185,2000,2700,7,524288,1,264192
42717221,11,0,147,97,2500,2000,7,16777216,32,33629192
42737833,3,0,4109,33,1300,800,3,2048,1,262144
42741437,1,0,370,8388641,2500,1800,4,1,16,16777732
42752141,3,0,20558,8388641,2300,1700,4,8192,4,2147483650
42776855,3,0,0,131076,0,0,0,0,0,16777218
42776960,3,0,0,4,0,0,0,0,0,0
42790071,11,0,259,33,1200,800,3,2,32,262144
42793609,3,0,20546,4,0,0,0,0,0,8192
42810973,3,0,67,8225,2300,2000,7,1,1,4
42829885,3,0,0,2,0,0,0,0,0,96
42851643,3,0,0,33,1800,100,4,32,1,18432
42868711,3,0,0,33,1200,1400,4,64,2,-2147483648
42874792,3,0,88,33,1400,600,3,32768,1,4
42878636,3,0,7,33,1000,1000,3,32,1,272629760
42880485,3,0,154,16777249,1800,2800,16842760,32,1,2048
42883273,3,0,0,33,900,1200,3,1,1,8192
42899204,3,0,297,131076,0,0,0,0,0,4097
42901635,3,0,233,33554465,3000,2800,8,256,1,262147
42908201,11,0,0,33,1700,1400,4,16384,1,512
42921475,3,0,0,2097185,1850,1000,4,2,16,264192
42925441,11,0,85,131076,0,0,0,0,0,262664
42940404,3,0,54,1057,1800,0,4,32,1,1311232
42941100,3,0,15,17,0,1000,2,16384,16,0
42945701,3,0,24908,4,0,0,0,0,0,6291456
42956963,3,0,69,4,0,0,0,0,0,786432
42956964,3,0,69,16401,2000,2000,6,8,32,0
42969214,3,0,0,33,1600,1800,4,32,1,8192
42994702,3,0,0,33,1500,1500,4,16,1,10240
43002864,3,0,60,33,0,2000,4,524288,2,512
43004235,3,0,319,4,0,0,0,0,0,8480
43011492,3,0,297,65538,0,0,0,0,0,5
43014054,3,0,0,33,1000,1000,4,8,32,4202496
43017476,3,0,0,33,2000,1400,5,65536,2,262656
43034264,3,0,170,524290,0,0,0,0,0,0
43040603,3,0,0,2,0,0,0,0,0,262152
43047672,3,0,186,8388641,3800,2800,12,512,32,1073774600
43061293,3,0,0,4,0,0,0,0,0,138412032
43096270,11,0,0,17,2000,100,4,8192,16,0
43114901,3,0,4167,2081,1800,900,4,128,1,512
43138260,3,0,115,33,800,800,4,131072,2,262144
43140791,11,0,62,2,0,0,0,0,0,786432
43140792,11,0,62,16401,0,0,1,2048,1,0
43147039,11,0,85,33554465,2000,0,4,1,16,328196
43175027,3,0,0,33,1400,700,4,64,2,327684
43175858,3,0,98,524290,0,0,0,0,0,50331652
43191636,3,0,0,2081,1500,1000,4,131072,2,10240
43202238,3,0,158,8225,2600,2100,7,8388608,32,262147
43218406,3,0,0,33,2950,2950,10,32,2,8650758
43225434,3,0,70,65538,0,0,0,0,0,8192
43228023,3,0,221,97,4500,3800,12,8192,16,50331651
43230671,3,0,0,17,1400,1100,4,524288,1,0
43237273,3,0,31,33,1000,500,3,16384,32,0
43241495,3,0,159,16777249,300,300,67371010,16384,1,16
43250041,3,0,0,4,0,0,0,0,0,8388608
43256007,3,0,47,33,500,300,2,1,2,262144
43262273,3,0,0,4,0,0,0,0,0,4
43266605,3,0,193,33,0,2500,6,1048576,16,262144
43268675,3,0,155,33,2300,1000,4,4,16,16842752
43316238,11,0,286,33,3000,0,8,16384,32,262403
43316239,11,43316238,286,33,3000,0,8,16384,32,262403
43318266,3,0,24,33,900,0,4,4,2,83886082
43332022,3,0,34,4129,1200,0,2,65536,4,2
43340443,3,0,0,1048580,0,0,0,0,0,16
43341600,3,0,0,4,0,0,0,0,0,260
43352213,3,0,0,17,1900,2000,6,32768,1,0
43359262,3,0,0,33,1600,1300,4,32,4,0
43366227,3,0,102,8225,2300,1800,7,1,1,4194314
43378048,11,0,324,97,0,0,12,8,32,17047552
43378076,3,0,0,545,1500,1900,4,4,4,16
43383478,3,0,149,65538,0,0,0,0,0,1074003968
43385557,3,0,22,8225,2400,1700,5,1048576,16,8388608
43387895,3,0,273686776,97,2800,2000,8,8192,32,268451840
43405287,3,0,0,4,0,0,0,0,0,4202496
43411769,11,0,0,33,1600,1000,3,8192,1,16896
43413875,3,0,230,33554465,2000,2000,8,1,32,262400
43417563,3,0,0,130,0,0,0,0,0,262144
43422537,11,0,0,2,0,0,0,0,0,0
43426903,3,0,60,33,1400,1400,3,524288,32,10240
43434803,3,0,0,2,0,0,0,0,0,262144
43436049,3,0,67,33,1800,1000,4,1,1,2147483648
43452193,3,0,0,4,0,0,0,0,0,4096
43455065,3,0,0,65538,0,0,0,0,0,320
43464884,3,0,0,4129,1000,1300,3,32768,2,262144
43476205,3,0,149,65538,0,0,0,0,0,1074003968
43487744,3,0,137,4,0,0,0,0,0,0
43490025,3,0,545194056,8388641,0,0,1,1,16,16818176
43500484,3,0,0,17,1200,900,3,1024,1,0
43509019,3,0,98,131076,0,0,0,0,0,0
43513897,3,0,83,33,800,2000,4,32,16,8192
43528009,3,0,0,2,0,0,0,0,0,256
43530283,3,0,0,33,1100,1200,4,4,16,8192
43534808,11,0,0,33,0,2000,4,8,1,794626
43543777,3,0,0,545,1100,1800,4,4,2,536
43573231,3,0,106,33,1200,1600,4,1,32,8192
43575579,3,0,0,2,0,0,0,0,0,4194308
43577607,3,0,158,131074,0,0,0,0,0,536879107
43580269,3,0,0,33,2500,2000,7,32,16,8192
43582229,3,0,47,131074,0,0,0,0,0,33817600
43583400,3,0,0,33,1900,600,4,16777216,1,256
43586926,3,0,0,33,1500,1200,3,8192,8,270336
43598843,3,0,4227,33,500,0,4,32,32,262148
43641473,3,0,0,65538,0,0,0,0,0,0
43642620,3,0,0,33,1900,0,4,16,1,4194304
43644025,3,0,0,131074,0,0,0,0,0,262144
43658697,3,0,178,2,0,0,0,0,0,262144
43661068,3,0,0,2,0,0,0,0,0,0
43664494,3,0,288,131074,0,0,0,0,0,263456
43664495,3,0,288,16401,0,0,1,128,4,0
43685562,1,0,369,4,0,0,0,0,0,2155872256
43694075,3,0,0,130,0,0,0,0,0,262144
43694481,3,0,0,33,1500,1500,4,512,2,4194304
43694650,11,0,286,33,500,2000,3,16384,32,262400
43697559,3,0,22,33,1200,1800,4,32,8,1310720
43698897,3,0,173,131074,0,0,0,0,0,268698112
43708041,3,0,125,131076,0,0,0,0,0,1040
43708640,3,0,0,33,1800,1000,6,32768,1,1310720
43709490,3,0,343,33,500,500,4,1048576,2,262148
43711255,3,0,0,131074,0,0,0,0,0,0
43714890,3,0,0,33,1000,1000,4,32768,1,4194304
43716289,3,0,0,2097185,1000,1800,4,16,1,4194304
43722862,3,0,240,33,1000,1000,3,2,8,6553600
43730887,3,0,0,33,500,1200,4,8,32,2164326400
43735670,11,0,299,67108897,1500,2,1,16777216,2,1040
43739056,3,0,0,4129,1000,1000,3,8,16,4096
43748308,3,0,121,33,1800,400,4,32768,4,262656
43751755,3,0,30,33,800,300,2,16384,32,262144
43785278,3,0,0,16777233,2200,1200,33685509,2,32,1
43791861,3,0,0,33,2500,1200,6,512,8,8192
43793530,3,0,0,17,2450,1500,5,524288,2,0
43797906,3,0,0,33,1900,1200,4,64,2,520
43803845,3,0,0,2081,0,0,1,512,2,131072
43813459,3,0,85,4,0,0,0,0,0,8192
43839002,11,0,280,65538,0,0,0,0,0,131588
43841694,3,0,4206,2,0,0,0,0,0,1074003968
43845801,3,0,0,2,0,0,0,0,0,32768
43857222,11,0,0,16781329,1000,1000,84213764,2,2,0
43863925,1,0,370,33,300,800,4,2,16,1082392576
